Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
"Meats, poultry, and fish",2,2022,2022,Lower bound of forecast range,2.5
"Meats, poultry, and fish",2,2022,2022,Upper bound of forecast range,3.5
"Meats, poultry, and fish",3,2022,2022,Lower bound of forecast range,3.5
"Meats, poultry, and fish",3,2022,2022,Upper bound of forecast range,4.5
"Meats, poultry, and fish",4,2022,2022,Lower bound of forecast range,5.5
"Meats, poultry, and fish",4,2022,2022,Upper bound of forecast range,6.5
"Meats, poultry, and fish",5,2022,2022,Lower bound of forecast range,7
"Meats, poultry, and fish",5,2022,2022,Upper bound of forecast range,8
"Meats, poultry, and fish",6,2022,2022,Lower bound of forecast range,8.5
"Meats, poultry, and fish",6,2022,2022,Upper bound of forecast range,9.5
"Meats, poultry, and fish",7,2022,2022,Lower bound of forecast range,9
"Meats, poultry, and fish",7,2022,2022,Upper bound of forecast range,10
"Meats, poultry, and fish",8,2022,2022,Lower bound of forecast range,9.5
"Meats, poultry, and fish",8,2022,2022,Upper bound of forecast range,10.5
"Meats, poultry, and fish",9,2022,2022,Lower bound of forecast range,9.5
"Meats, poultry, and fish",9,2022,2022,Upper bound of forecast range,10.5
"Meats, poultry, and fish",10,2022,2022,Lower bound of forecast range,9.5
"Meats, poultry, and fish",10,2022,2022,Upper bound of forecast range,10.5
"Meats, poultry, and fish",11,2022,2022,Lower bound of forecast range,9.5
"Meats, poultry, and fish",11,2022,2022,Upper bound of forecast range,10.5
"Meats, poultry, and fish",12,2022,2022,Lower bound of forecast range,9.5
"Meats, poultry, and fish",12,2022,2022,Upper bound of forecast range,10.5
Meats,7,2021,2022,Lower bound of forecast range,2
Meats,7,2021,2022,Upper bound of forecast range,3
Meats,8,2021,2022,Lower bound of forecast range,2
Meats,8,2021,2022,Upper bound of forecast range,3
Meats,9,2021,2022,Lower bound of forecast range,2
Meats,9,2021,2022,Upper bound of forecast range,3
Meats,10,2021,2022,Lower bound of forecast range,2
Meats,10,2021,2022,Upper bound of forecast range,3
Meats,11,2021,2022,Lower bound of forecast range,2
Meats,11,2021,2022,Upper bound of forecast range,3
Meats,12,2021,2022,Lower bound of forecast range,2
Meats,12,2021,2022,Upper bound of forecast range,3
Meats,1,2022,2022,Lower bound of forecast range,3
Meats,1,2022,2022,Upper bound of forecast range,4
Meats,2,2022,2022,Lower bound of forecast range,3
Meats,2,2022,2022,Upper bound of forecast range,4
Meats,3,2022,2022,Lower bound of forecast range,3
Meats,3,2022,2022,Upper bound of forecast range,4
Meats,4,2022,2022,Lower bound of forecast range,4.5
Meats,4,2022,2022,Upper bound of forecast range,5.5
Meats,5,2022,2022,Lower bound of forecast range,6.5
Meats,5,2022,2022,Upper bound of forecast range,7.5
Meats,6,2022,2022,Lower bound of forecast range,7.5
Meats,6,2022,2022,Upper bound of forecast range,8.5
Meats,7,2022,2022,Lower bound of forecast range,7.5
Meats,7,2022,2022,Upper bound of forecast range,8.5
Meats,8,2022,2022,Lower bound of forecast range,8
Meats,8,2022,2022,Upper bound of forecast range,9
Meats,9,2022,2022,Lower bound of forecast range,8
Meats,9,2022,2022,Upper bound of forecast range,9
Meats,10,2022,2022,Lower bound of forecast range,8
Meats,10,2022,2022,Upper bound of forecast range,9
Meats,11,2022,2022,Lower bound of forecast range,8
Meats,11,2022,2022,Upper bound of forecast range,9
Meats,12,2022,2022,Lower bound of forecast range,8
Meats,12,2022,2022,Upper bound of forecast range,9
Beef and veal,7,2021,2022,Lower bound of forecast range,2
Beef and veal,7,2021,2022,Upper bound of forecast range,3
Beef and veal,8,2021,2022,Lower bound of forecast range,2
Beef and veal,8,2021,2022,Upper bound of forecast range,3
Beef and veal,9,2021,2022,Lower bound of forecast range,2
Beef and veal,9,2021,2022,Upper bound of forecast range,3
Beef and veal,10,2021,2022,Lower bound of forecast range,2
Beef and veal,10,2021,2022,Upper bound of forecast range,3
Beef and veal,11,2021,2022,Lower bound of forecast range,2
Beef and veal,11,2021,2022,Upper bound of forecast range,3
Beef and veal,12,2021,2022,Lower bound of forecast range,2
Beef and veal,12,2021,2022,Upper bound of forecast range,3
Beef and veal,1,2022,2022,Lower bound of forecast range,3
Beef and veal,1,2022,2022,Upper bound of forecast range,4
Beef and veal,2,2022,2022,Lower bound of forecast range,3
Beef and veal,2,2022,2022,Upper bound of forecast range,4
Beef and veal,3,2022,2022,Lower bound of forecast range,3
Beef and veal,3,2022,2022,Upper bound of forecast range,4
Beef and veal,4,2022,2022,Lower bound of forecast range,6
Beef and veal,4,2022,2022,Upper bound of forecast range,7
Beef and veal,5,2022,2022,Lower bound of forecast range,6
Beef and veal,5,2022,2022,Upper bound of forecast range,7
Beef and veal,6,2022,2022,Lower bound of forecast range,6
Beef and veal,6,2022,2022,Upper bound of forecast range,7
Beef and veal,7,2022,2022,Lower bound of forecast range,6
Beef and veal,7,2022,2022,Upper bound of forecast range,7
Beef and veal,8,2022,2022,Lower bound of forecast range,6
Beef and veal,8,2022,2022,Upper bound of forecast range,7
Beef and veal,9,2022,2022,Lower bound of forecast range,5.5
Beef and veal,9,2022,2022,Upper bound of forecast range,6.5
Beef and veal,10,2022,2022,Lower bound of forecast range,5.5
Beef and veal,10,2022,2022,Upper bound of forecast range,6.5
Beef and veal,11,2022,2022,Lower bound of forecast range,5
Beef and veal,11,2022,2022,Upper bound of forecast range,6
Beef and veal,12,2022,2022,Lower bound of forecast range,5
Beef and veal,12,2022,2022,Upper bound of forecast range,6
Pork,7,2021,2022,Lower bound of forecast range,2
Pork,7,2021,2022,Upper bound of forecast range,3
Pork,8,2021,2022,Lower bound of forecast range,2
Pork,8,2021,2022,Upper bound of forecast range,3
Pork,9,2021,2022,Lower bound of forecast range,2
Pork,9,2021,2022,Upper bound of forecast range,3
Pork,10,2021,2022,Lower bound of forecast range,2
Pork,10,2021,2022,Upper bound of forecast range,3
Pork,11,2021,2022,Lower bound of forecast range,2
Pork,11,2021,2022,Upper bound of forecast range,3
Pork,12,2021,2022,Lower bound of forecast range,2
Pork,12,2021,2022,Upper bound of forecast range,3
Pork,1,2022,2022,Lower bound of forecast range,3
Pork,1,2022,2022,Upper bound of forecast range,4
Pork,2,2022,2022,Lower bound of forecast range,3
Pork,2,2022,2022,Upper bound of forecast range,4
Pork,3,2022,2022,Lower bound of forecast range,3
Pork,3,2022,2022,Upper bound of forecast range,4
Pork,4,2022,2022,Lower bound of forecast range,4
Pork,4,2022,2022,Upper bound of forecast range,5
Pork,5,2022,2022,Lower bound of forecast range,6
Pork,5,2022,2022,Upper bound of forecast range,7
Pork,6,2022,2022,Lower bound of forecast range,7
Pork,6,2022,2022,Upper bound of forecast range,8
Pork,7,2022,2022,Lower bound of forecast range,7
Pork,7,2022,2022,Upper bound of forecast range,8
Pork,8,2022,2022,Lower bound of forecast range,8
Pork,8,2022,2022,Upper bound of forecast range,9
Pork,9,2022,2022,Lower bound of forecast range,8
Pork,9,2022,2022,Upper bound of forecast range,9
Pork,10,2022,2022,Lower bound of forecast range,8.5
Pork,10,2022,2022,Upper bound of forecast range,9.5
Pork,11,2022,2022,Lower bound of forecast range,8.5
Pork,11,2022,2022,Upper bound of forecast range,9.5
Pork,12,2022,2022,Lower bound of forecast range,8.5
Pork,12,2022,2022,Upper bound of forecast range,9.5
Other meats,7,2021,2022,Lower bound of forecast range,1
Other meats,7,2021,2022,Upper bound of forecast range,2
Other meats,8,2021,2022,Lower bound of forecast range,1
Other meats,8,2021,2022,Upper bound of forecast range,2
Other meats,9,2021,2022,Lower bound of forecast range,1
Other meats,9,2021,2022,Upper bound of forecast range,2
Other meats,10,2021,2022,Lower bound of forecast range,1
Other meats,10,2021,2022,Upper bound of forecast range,2
Other meats,11,2021,2022,Lower bound of forecast range,1
Other meats,11,2021,2022,Upper bound of forecast range,2
Other meats,12,2021,2022,Lower bound of forecast range,1
Other meats,12,2021,2022,Upper bound of forecast range,2
Other meats,1,2022,2022,Lower bound of forecast range,1
Other meats,1,2022,2022,Upper bound of forecast range,2
Other meats,2,2022,2022,Lower bound of forecast range,1
Other meats,2,2022,2022,Upper bound of forecast range,2
Other meats,3,2022,2022,Lower bound of forecast range,2.5
Other meats,3,2022,2022,Upper bound of forecast range,3.5
Other meats,4,2022,2022,Lower bound of forecast range,3.5
Other meats,4,2022,2022,Upper bound of forecast range,4.5
Other meats,5,2022,2022,Lower bound of forecast range,9
Other meats,5,2022,2022,Upper bound of forecast range,10
Other meats,6,2022,2022,Lower bound of forecast range,11.5
Other meats,6,2022,2022,Upper bound of forecast range,12.5
Other meats,7,2022,2022,Lower bound of forecast range,12
Other meats,7,2022,2022,Upper bound of forecast range,13
Other meats,8,2022,2022,Lower bound of forecast range,13
Other meats,8,2022,2022,Upper bound of forecast range,14
Other meats,9,2022,2022,Lower bound of forecast range,13
Other meats,9,2022,2022,Upper bound of forecast range,14
Other meats,10,2022,2022,Lower bound of forecast range,13
Other meats,10,2022,2022,Upper bound of forecast range,14
Other meats,11,2022,2022,Lower bound of forecast range,13.5
Other meats,11,2022,2022,Upper bound of forecast range,14.5
Other meats,12,2022,2022,Lower bound of forecast range,13.5
Other meats,12,2022,2022,Upper bound of forecast range,14.5
Poultry,7,2021,2022,Lower bound of forecast range,1
Poultry,7,2021,2022,Upper bound of forecast range,2
Poultry,8,2021,2022,Lower bound of forecast range,1
Poultry,8,2021,2022,Upper bound of forecast range,2
Poultry,9,2021,2022,Lower bound of forecast range,1
Poultry,9,2021,2022,Upper bound of forecast range,2
Poultry,10,2021,2022,Lower bound of forecast range,1
Poultry,10,2021,2022,Upper bound of forecast range,2
Poultry,11,2021,2022,Lower bound of forecast range,1
Poultry,11,2021,2022,Upper bound of forecast range,2
Poultry,12,2021,2022,Lower bound of forecast range,1
Poultry,12,2021,2022,Upper bound of forecast range,2
Poultry,1,2022,2022,Lower bound of forecast range,2
Poultry,1,2022,2022,Upper bound of forecast range,3
Poultry,2,2022,2022,Lower bound of forecast range,2
Poultry,2,2022,2022,Upper bound of forecast range,3
Poultry,3,2022,2022,Lower bound of forecast range,6
Poultry,3,2022,2022,Upper bound of forecast range,7
Poultry,4,2022,2022,Lower bound of forecast range,7.5
Poultry,4,2022,2022,Upper bound of forecast range,8.5
Poultry,5,2022,2022,Lower bound of forecast range,8.5
Poultry,5,2022,2022,Upper bound of forecast range,9.5
Poultry,6,2022,2022,Lower bound of forecast range,13
Poultry,6,2022,2022,Upper bound of forecast range,14
Poultry,7,2022,2022,Lower bound of forecast range,14.5
Poultry,7,2022,2022,Upper bound of forecast range,15.5
Poultry,8,2022,2022,Lower bound of forecast range,14.5
Poultry,8,2022,2022,Upper bound of forecast range,15.5
Poultry,9,2022,2022,Lower bound of forecast range,14.5
Poultry,9,2022,2022,Upper bound of forecast range,15.5
Poultry,10,2022,2022,Lower bound of forecast range,14.5
Poultry,10,2022,2022,Upper bound of forecast range,15.5
Poultry,11,2022,2022,Lower bound of forecast range,14.5
Poultry,11,2022,2022,Upper bound of forecast range,15.5
Poultry,12,2022,2022,Lower bound of forecast range,14
Poultry,12,2022,2022,Upper bound of forecast range,15
Fish and seafood,7,2021,2022,Lower bound of forecast range,1.5
Fish and seafood,7,2021,2022,Upper bound of forecast range,2.5
Fish and seafood,8,2021,2022,Lower bound of forecast range,1.5
Fish and seafood,8,2021,2022,Upper bound of forecast range,2.5
Fish and seafood,9,2021,2022,Lower bound of forecast range,1.5
Fish and seafood,9,2021,2022,Upper bound of forecast range,2.5
Fish and seafood,10,2021,2022,Lower bound of forecast range,1.5
Fish and seafood,10,2021,2022,Upper bound of forecast range,2.5
Fish and seafood,11,2021,2022,Lower bound of forecast range,1.5
Fish and seafood,11,2021,2022,Upper bound of forecast range,2.5
Fish and seafood,12,2021,2022,Lower bound of forecast range,1.5
Fish and seafood,12,2021,2022,Upper bound of forecast range,2.5
Fish and seafood,1,2022,2022,Lower bound of forecast range,2
Fish and seafood,1,2022,2022,Upper bound of forecast range,3
Fish and seafood,2,2022,2022,Lower bound of forecast range,3.5
Fish and seafood,2,2022,2022,Upper bound of forecast range,4.5
Fish and seafood,3,2022,2022,Lower bound of forecast range,3.5
Fish and seafood,3,2022,2022,Upper bound of forecast range,4.5
Fish and seafood,4,2022,2022,Lower bound of forecast range,5
Fish and seafood,4,2022,2022,Upper bound of forecast range,6
Fish and seafood,5,2022,2022,Lower bound of forecast range,7
Fish and seafood,5,2022,2022,Upper bound of forecast range,8
Fish and seafood,6,2022,2022,Lower bound of forecast range,8.5
Fish and seafood,6,2022,2022,Upper bound of forecast range,9.5
Fish and seafood,7,2022,2022,Lower bound of forecast range,9.5
Fish and seafood,7,2022,2022,Upper bound of forecast range,10.5
Fish and seafood,8,2022,2022,Lower bound of forecast range,9.5
Fish and seafood,8,2022,2022,Upper bound of forecast range,10.5
Fish and seafood,9,2022,2022,Lower bound of forecast range,9
Fish and seafood,9,2022,2022,Upper bound of forecast range,10
Fish and seafood,10,2022,2022,Lower bound of forecast range,9
Fish and seafood,10,2022,2022,Upper bound of forecast range,10
Fish and seafood,11,2022,2022,Lower bound of forecast range,9
Fish and seafood,11,2022,2022,Upper bound of forecast range,10
Fish and seafood,12,2022,2022,Lower bound of forecast range,9
Fish and seafood,12,2022,2022,Upper bound of forecast range,10
Eggs,7,2021,2022,Lower bound of forecast range,-0.5
Eggs,7,2021,2022,Upper bound of forecast range,0.5
Eggs,8,2021,2022,Lower bound of forecast range,-0.5
Eggs,8,2021,2022,Upper bound of forecast range,0.5
Eggs,9,2021,2022,Lower bound of forecast range,-0.5
Eggs,9,2021,2022,Upper bound of forecast range,0.5
Eggs,10,2021,2022,Lower bound of forecast range,-0.5
Eggs,10,2021,2022,Upper bound of forecast range,0.5
Eggs,11,2021,2022,Lower bound of forecast range,-0.5
Eggs,11,2021,2022,Upper bound of forecast range,0.5
Eggs,12,2021,2022,Lower bound of forecast range,-0.5
Eggs,12,2021,2022,Upper bound of forecast range,0.5
Eggs,1,2022,2022,Lower bound of forecast range,-0.5
Eggs,1,2022,2022,Upper bound of forecast range,0.5
Eggs,2,2022,2022,Lower bound of forecast range,-0.5
Eggs,2,2022,2022,Upper bound of forecast range,0.5
Eggs,3,2022,2022,Lower bound of forecast range,2.5
Eggs,3,2022,2022,Upper bound of forecast range,3.5
Eggs,4,2022,2022,Lower bound of forecast range,6
Eggs,4,2022,2022,Upper bound of forecast range,7
Eggs,5,2022,2022,Lower bound of forecast range,19.5
Eggs,5,2022,2022,Upper bound of forecast range,20.5
Eggs,6,2022,2022,Lower bound of forecast range,19.5
Eggs,6,2022,2022,Upper bound of forecast range,20.5
Eggs,7,2022,2022,Lower bound of forecast range,19.5
Eggs,7,2022,2022,Upper bound of forecast range,20.5
Eggs,8,2022,2022,Lower bound of forecast range,24.5
Eggs,8,2022,2022,Upper bound of forecast range,25.5
Eggs,9,2022,2022,Lower bound of forecast range,26
Eggs,9,2022,2022,Upper bound of forecast range,27
Eggs,10,2022,2022,Lower bound of forecast range,26.5
Eggs,10,2022,2022,Upper bound of forecast range,27.5
Eggs,11,2022,2022,Lower bound of forecast range,29.5
Eggs,11,2022,2022,Upper bound of forecast range,30.5
